--- Sheet: Cover & Instructions ---
RE-TC-01403,RE-US-014,Edge - Missing Mandatory Structured Field / Invalid Date / Cap Breach / Concurrent Reassignment,"Record in state where structured form or reassignment is possible. One mandatory field left blank, invalid date entered, award amount exceeds cap, or multiple users attempt reassignment simultaneously.","1. Open edit or reassign popup.
2. Leave mandatory field blank or enter invalid value (past date, amount > cap, etc.).
3. Attempt submit.
4. Observe inline validation and final error.
5. Correct and re-submit to confirm recovery. For concurrent: simulate two PNOs reassigning same record at same time.",Award Implemented status with amount = 3000001. Past implementation date. Two PNOs attempting bulk reassignment of overlapping records simultaneously.,"Clear red highlighting + specific error (e.g., 'Implementation Date cannot be in past', 'Amount exceeds ₹30 Lakh consequential loss cap'). Submit blocked. Concurrent reassignments handled safely (one succeeds, other gets clear conflict message). After correction, succeeds.",Edge
RE-TC-01404,RE-US-014,Edge - Large Attachment / Concurrent Users / Draft Recovery / Query Thread,System under load. Large file near 5MB limit. User has multiple drafts. Complex threaded query conversation exists.,"1. Upload 4.9MB valid file + attempt 5.1MB invalid.
2. Simulate 400 concurrent RE users performing actions.
3. Close browser mid-draft, reopen, recover draft.
4. Post multiple queries and replies; verify thread integrity and notifications.",4.9MB PDF + 5.1MB file. 400 concurrent test users. Draft with 2 pages of text. 5-query threaded conversation.,Valid file accepted; invalid rejected with clear message. All concurrent actions succeed without data loss or corruption. Draft recovers exactly. Thread displays chronologically with correct actors and timestamps. Notifications accurate.,Edge
RE-TC-01501,RE-US-015,"Happy Path - As the system, I want to automatically capture and surf...","User logged in with correct role and entity via Kavach. Relevant record or master data exists. Services (notification, virus scan, SLA engine) available.","1. Navigate to appropriate view or edit screen.
2. Perform primary action (select status, fill structured fields, reassign, save draft, raise query, etc.).
3. Submit / Save & Proceed.
4. Verify status change, notifications, history entry, SLA timer, activity tracker update, and any downstream effects.",Valid record in correct starting status. Active users available for reassignment. Test complainant/RE with email + mobile. Supporting documents ready for upload.,Action succeeds. Correct next status or draft saved. Full immutable history created. Notifications triggered to relevant parties. SLA countdown and RE Activity Status updated in real time. No validation errors.,Positive
RE-TC-01502,RE-US-015,Negative - Unauthorized Role or Cross-Entity Access Attempt,"Logged in as role or entity that should not have permission (e.g., NO trying PNO bulk reassignment, user from Entity A trying to access Entity B record).","1. Login as unauthorized user/entity.
2. Attempt restricted action or navigate to cross-entity record.
3. Observe blocking behavior (button hidden, validation error, or access denied).
4. Check audit log for attempt.",Record belonging to different entity. Lower-privilege test user in same or different territory.,Action completely blocked. Clear message ('Insufficient permission' or 'Record not accessible to your entity'). No data leakage. Attempt logged with user ID and IP.,Negative
RE-TC-01503,RE-US-015,Edge - Missing Mandatory Structured Field / Invalid Date / Cap Breach / Concurrent Reassignment,"Record in state where structured form or reassignment is possible. One mandatory field left blank, invalid date entered, award amount exceeds cap, or multiple users attempt reassignment simultaneously.","1. Open edit or reassign popup.
2. Leave mandatory field blank or enter invalid value (past date, amount > cap, etc.).
3. Attempt submit.
4. Observe inline validation and final error.
5. Correct and re-submit to confirm recovery. For concurrent: simulate two PNOs reassigning same record at same time.",Award Implemented status with amount = 3000001. Past implementation date. Two PNOs attempting bulk reassignment of overlapping records simultaneously.,"Clear red highlighting + specific error (e.g., 'Implementation Date cannot be in past', 'Amount exceeds ₹30 Lakh consequential loss cap'). Submit blocked. Concurrent reassignments handled safely (one succeeds, other gets clear conflict message). After correction, succeeds.",Edge
RE-TC-01504,RE-US-015,Edge - RE Activity Status Sequence + Stuck Record Nudge + 60s Latency,RE user performs sequence of actions. Record left in early status beyond nudge threshold. Measure propagation delay to CEPC/RBI side.,"1. RE opens record → verify 'Opened'.
2. Saves draft → verify 'Under Review' or 'Response Being Prepared'.
3. Uploads document → verify 'Documents Uploaded'.
4. Leaves record for > configured nudge days.
5. Measure time from RE action to status visible on CEPC complaint detail.",Nudge threshold = 3 days in 'Under Review'. Test record left untouched for 4 days.,Status progresses correctly through 7 levels. Nudge fired to CEPC/RBI user after threshold. Status visible on CEPC side within 60 seconds. No manual override possible by RE. Full history of status changes retained.,Edge
RE-TC-01601,RE-US-016,"Happy Path - As an RE user, I want my actions (opening a record, sav...","User logged in with correct role and entity via Kavach. Relevant record or master data exists. Services (notification, virus scan, SLA engine) available.","1. Navigate to appropriate view or edit screen.
2. Perform primary action (select status, fill structured fields, reassign, save draft, raise query, etc.).
3. Submit / Save & Proceed.
4. Verify status change, notifications, history entry, SLA timer, activity tracker update, and any downstream effects.",Valid record in correct starting status. Active users available for reassignment. Test complainant/RE with email + mobile. Supporting documents ready for upload.,Action succeeds. Correct next status or draft saved. Full immutable history created. Notifications triggered to relevant parties. SLA countdown and RE Activity Status updated in real time. No validation errors.,Positive
RE-TC-01602,RE-US-016,Negative - Unauthorized Role or Cross-Entity Access Attempt,"Logged in as role or entity that should not have permission (e.g., NO trying PNO bulk reassignment, user from Entity A trying to access Entity B record).","1. Login as unauthorized user/entity.
2. Attempt restricted action or navigate to cross-entity record.
3. Observe blocking behavior (button hidden, validation error, or access denied).
4. Check audit log for attempt.",Record belonging to different entity. Lower-privilege test user in same or different territory.,Action completely blocked. Clear message ('Insufficient permission' or 'Record not accessible to your entity'). No data leakage. Attempt logged with user ID and IP.,Negative
RE-TC-01603,RE-US-016,Edge - Missing Mandatory Structured Field / Invalid Date / Cap Breach / Concurrent Reassignment,"Record in state where structured form or reassignment is possible. One mandatory field left blank, invalid date entered, award amount exceeds cap, or multiple users attempt reassignment simultaneously.","1. Open edit or reassign popup.
2. Leave mandatory field blank or enter invalid value (past date, amount > cap, etc.).
3. Attempt submit.
4. Observe inline validation and final error.
5. Correct and re-submit to confirm recovery. For concurrent: simulate two PNOs reassigning same record at same time.",Award Implemented status with amount = 3000001. Past implementation date. Two PNOs attempting bulk reassignment of overlapping records simultaneously.,"Clear red highlighting + specific error (e.g., 'Implementation Date cannot be in past', 'Amount exceeds ₹30 Lakh consequential loss cap'). Submit blocked. Concurrent reassignments handled safely (one succeeds, other gets clear conflict message). After correction, succeeds.",Edge
RE-TC-01604,RE-US-016,Edge - RE Activity Status Sequence + Stuck Record Nudge + 60s Latency,RE user performs sequence of actions. Record left in early status beyond nudge threshold. Measure propagation delay to CEPC/RBI side.,"1. RE opens record → verify 'Opened'.
2. Saves draft → verify 'Under Review' or 'Response Being Prepared'.
3. Uploads document → verify 'Documents Uploaded'.
4. Leaves record for > configured nudge days.
5. Measure time from RE action to status visible on CEPC complaint detail.",Nudge threshold = 3 days in 'Under Review'. Test record left untouched for 4 days.,Status progresses correctly through 7 levels. Nudge fired to CEPC/RBI user after threshold. Status visible on CEPC side within 60 seconds. No manual override possible by RE. Full history of status changes retained.,Edge
RE-TC-01701,RE-US-017,"Happy Path - As a CEPC or RBIOS user, I want to see the current RE A...","User logged in with correct role and entity via Kavach. Relevant record or master data exists. Services (notification, virus scan, SLA engine) available.","1. Navigate to appropriate view or edit screen.
2. Perform primary action (select status, fill structured fields, reassign, save draft, raise query, etc.).
3. Submit / Save & Proceed.
4. Verify status change, notifications, history entry, SLA timer, activity tracker update, and any downstream effects.",Valid record in correct starting status. Active users available for reassignment. Test complainant/RE with email + mobile. Supporting documents ready for upload.,Action succeeds. Correct next status or draft saved. Full immutable history created. Notifications triggered to relevant parties. SLA countdown and RE Activity Status updated in real time. No validation errors.,Positive
RE-TC-01702,RE-US-017,Negative - Unauthorized Role or Cross-Entity Access Attempt,"Logged in as role or entity that should not have permission (e.g., NO trying PNO bulk reassignment, user from Entity A trying to access Entity B record).","1. Login as unauthorized user/entity.
2. Attempt restricted action or navigate to cross-entity record.
3. Observe blocking behavior (button hidden, validation error, or access denied).
4. Check audit log for attempt.",Record belonging to different entity. Lower-privilege test user in same or different territory.,Action completely blocked. Clear message ('Insufficient permission' or 'Record not accessible to your entity'). No data leakage. Attempt logged with user ID and IP.,Negative
RE-TC-01703,RE-US-017,Edge - Missing Mandatory Structured Field / Invalid Date / Cap Breach / Concurrent Reassignment,"Record in state where structured form or reassignment is possible. One mandatory field left blank, invalid date entered, award amount exceeds cap, or multiple users attempt reassignment simultaneously.","1. Open edit or reassign popup.
2. Leave mandatory field blank or enter invalid value (past date, amount > cap, etc.).
3. Attempt submit.
4. Observe inline validation and final error.
5. Correct and re-submit to confirm recovery. For concurrent: simulate two PNOs reassigning same record at same time.",Award Implemented status with amount = 3000001. Past implementation date. Two PNOs attempting bulk reassignment of overlapping records simultaneously.,"Clear red highlighting + specific error (e.g., 'Implementation Date cannot be in past', 'Amount exceeds ₹30 Lakh consequential loss cap'). Submit blocked. Concurrent reassignments handled safely (one succeeds, other gets clear conflict message). After correction, succeeds.",Edge
RE-TC-01704,RE-US-017,Edge - Large Attachment / Concurrent Users / Draft Recovery / Query Thread,System under load. Large file near 5MB limit. User has multiple drafts. Complex threaded query conversation exists.,"1. Upload 4.9MB valid file + attempt 5.1MB invalid.
2. Simulate 400 concurrent RE users performing actions.
3. Close browser mid-draft, reopen, recover draft.
4. Post multiple queries and replies; verify thread integrity and notifications.",4.9MB PDF + 5.1MB file. 400 concurrent test users. Draft with 2 pages of text. 5-query threaded conversation.,Valid file accepted; invalid rejected with clear message. All concurrent actions succeed without data loss or corruption. Draft recovers exactly. Thread displays chronologically with correct actors and timestamps. Notifications accurate.,Edge
RE-TC-01801,RE-US-018,"Happy Path - As a CEPC/RBIOS user or RE user, I want an in-system st...","User logged in with correct role and entity via Kavach. Relevant record or master data exists. Services (notification, virus scan, SLA engine) available.","1. Navigate to appropriate view or edit screen.
2. Perform primary action (select status, fill structured fields, reassign, save draft, raise query, etc.).
3. Submit / Save & Proceed.
4. Verify status change, notifications, history entry, SLA timer, activity tracker update, and any downstream effects.",Valid record in correct starting status. Active users available for reassignment. Test complainant/RE with email + mobile. Supporting documents ready for upload.,Action succeeds. Correct next status or draft saved. Full immutable history created. Notifications triggered to relevant parties. SLA countdown and RE Activity Status updated in real time. No validation errors.,Positive
RE-TC-01802,RE-US-018,Negative - Unauthorized Role or Cross-Entity Access Attempt,"Logged in as role or entity that should not have permission (e.g., NO trying PNO bulk reassignment, user from Entity A trying to access Entity B record).","1. Login as unauthorized user/entity.
2. Attempt restricted action or navigate to cross-entity record.
3. Observe blocking behavior (button hidden, validation error, or access denied).
4. Check audit log for attempt.",Record belonging to different entity. Lower-privilege test user in same or different territory.,Action completely blocked. Clear message ('Insufficient permission' or 'Record not accessible to your entity'). No data leakage. Attempt logged with user ID and IP.,Negative
RE-TC-01803,RE-US-018,Edge - Missing Mandatory Structured Field / Invalid Date / Cap Breach / Concurrent Reassignment,"Record in state where structured form or reassignment is possible. One mandatory field left blank, invalid date entered, award amount exceeds cap, or multiple users attempt reassignment simultaneously.","1. Open edit or reassign popup.
2. Leave mandatory field blank or enter invalid value (past date, amount > cap, etc.).
3. Attempt submit.
4. Observe inline validation and final error.
5. Correct and re-submit to confirm recovery. For concurrent: simulate two PNOs reassigning same record at same time.",Award Implemented status with amount = 3000001. Past implementation date. Two PNOs attempting bulk reassignment of overlapping records simultaneously.,"Clear red highlighting + specific error (e.g., 'Implementation Date cannot be in past', 'Amount exceeds ₹30 Lakh consequential loss cap'). Submit blocked. Concurrent reassignments handled safely (one succeeds, other gets clear conflict message). After correction, succeeds.",Edge
RE-TC-01804,RE-US-018,Edge - Large Attachment / Concurrent Users / Draft Recovery / Query Thread,System under load. Large file near 5MB limit. User has multiple drafts. Complex threaded query conversation exists.,"1. Upload 4.9MB valid file + attempt 5.1MB invalid.
2. Simulate 400 concurrent RE users performing actions.
3. Close browser mid-draft, reopen, recover draft.
4. Post multiple queries and replies; verify thread integrity and notifications.",4.9MB PDF + 5.1MB file. 400 concurrent test users. Draft with 2 pages of text. 5-query threaded conversation.,Valid file accepted; invalid rejected with clear message. All concurrent actions succeed without data loss or corruption. Draft recovers exactly. Thread displays chronologically with correct actors and timestamps. Notifications accurate.,Edge
RE-TC-01901,RE-US-019,"Happy Path - As a PNO, NO or Contact Person, I want to manage the NO...","User logged in with correct role and entity via Kavach. Relevant record or master data exists. Services (notification, virus scan, SLA engine) available.","1. Navigate to appropriate view or edit screen.
2. Perform primary action (select status, fill structured fields, reassign, save draft, raise query, etc.).
3. Submit / Save & Proceed.
4. Verify status change, notifications, history entry, SLA timer, activity tracker update, and any downstream effects.",Valid record in correct starting status. Active users available for reassignment. Test complainant/RE with email + mobile. Supporting documents ready for upload.,Action succeeds. Correct next status or draft saved. Full immutable history created. Notifications triggered to relevant parties. SLA countdown and RE Activity Status updated in real time. No validation errors.,Positive
RE-TC-01902,RE-US-019,Negative - Unauthorized Role or Cross-Entity Access Attempt,"Logged in as role or entity that should not have permission (e.g., NO trying PNO bulk reassignment, user from Entity A trying to access Entity B record).","1. Login as unauthorized user/entity.
2. Attempt restricted action or navigate to cross-entity record.
3. Observe blocking behavior (button hidden, validation error, or access denied).
4. Check audit log for attempt.",Record belonging to different entity. Lower-privilege test user in same or different territory.,Action completely blocked. Clear message ('Insufficient permission' or 'Record not accessible to your entity'). No data leakage. Attempt logged with user ID and IP.,Negative
RE-TC-01903,RE-US-019,Edge - Missing Mandatory Structured Field / Invalid Date / Cap Breach / Concurrent Reassignment,"Record in state where structured form or reassignment is possible. One mandatory field left blank, invalid date entered, award amount exceeds cap, or multiple users attempt reassignment simultaneously.","1. Open edit or reassign popup.
2. Leave mandatory field blank or enter invalid value (past date, amount > cap, etc.).
3. Attempt submit.
4. Observe inline validation and final error.
5. Correct and re-submit to confirm recovery. For concurrent: simulate two PNOs reassigning same record at same time.",Award Implemented status with amount = 3000001. Past implementation date. Two PNOs attempting bulk reassignment of overlapping records simultaneously.,"Clear red highlighting + specific error (e.g., 'Implementation Date cannot be in past', 'Amount exceeds ₹30 Lakh consequential loss cap'). Submit blocked. Concurrent reassignments handled safely (one succeeds, other gets clear conflict message). After correction, succeeds.",Edge
RE-TC-01904,RE-US-019,Edge - Large Attachment / Concurrent Users / Draft Recovery / Query Thread,System under load. Large file near 5MB limit. User has multiple drafts. Complex threaded query conversation exists.,"1. Upload 4.9MB valid file + attempt 5.1MB invalid.
2. Simulate 400 concurrent RE users performing actions.
3. Close browser mid-draft, reopen, recover draft.
4. Post multiple queries and replies; verify thread integrity and notifications.",4.9MB PDF + 5.1MB file. 400 concurrent test users. Draft with 2 pages of text. 5-query threaded conversation.,Valid file accepted; invalid rejected with clear message. All concurrent actions succeed without data loss or corruption. Draft recovers exactly. Thread displays chronologically with correct actors and timestamps. Notifications accurate.,Edge
RE-TC-02001,RE-US-020,"Happy Path - As a PNO, I want to see all NO Records and Appellate Co...","User logged in with correct role and entity via Kavach. Relevant record or master data exists. Services (notification, virus scan, SLA engine) available.","1. Navigate to appropriate view or edit screen.
2. Perform primary action (select status, fill structured fields, reassign, save draft, raise query, etc.).
3. Submit / Save & Proceed.
4. Verify status change, notifications, history entry, SLA timer, activity tracker update, and any downstream effects.",Valid record in correct starting status. Active users available for reassignment. Test complainant/RE with email + mobile. Supporting documents ready for upload.,Action succeeds. Correct next status or draft saved. Full immutable history created. Notifications triggered to relevant parties. SLA countdown and RE Activity Status updated in real time. No validation errors.,Positive
RE-TC-02002,RE-US-020,Negative - Unauthorized Role or Cross-Entity Access Attempt,"Logged in as role or entity that should not have permission (e.g., NO trying PNO bulk reassignment, user from Entity A trying to access Entity B record).","1. Login as unauthorized user/entity.
2. Attempt restricted action or navigate to cross-entity record.
3. Observe blocking behavior (button hidden, validation error, or access denied).
4. Check audit log for attempt.",Record belonging to different entity. Lower-privilege test user in same or different territory.,Action completely blocked. Clear message ('Insufficient permission' or 'Record not accessible to your entity'). No data leakage. Attempt logged with user ID and IP.,Negative
RE-TC-02003,RE-US-020,Edge - Missing Mandatory Structured Field / Invalid Date / Cap Breach / Concurrent Reassignment,"Record in state where structured form or reassignment is possible. One mandatory field left blank, invalid date entered, award amount exceeds cap, or multiple users attempt reassignment simultaneously.","1. Open edit or reassign popup.
2. Leave mandatory field blank or enter invalid value (past date, amount > cap, etc.).
3. Attempt submit.
4. Observe inline validation and final error.
5. Correct and re-submit to confirm recovery. For concurrent: simulate two PNOs reassigning same record at same time.",Award Implemented status with amount = 3000001. Past implementation date. Two PNOs attempting bulk reassignment of overlapping records simultaneously.,"Clear red highlighting + specific error (e.g., 'Implementation Date cannot be in past', 'Amount exceeds ₹30 Lakh consequential loss cap'). Submit blocked. Concurrent reassignments handled safely (one succeeds, other gets clear conflict message). After correction, succeeds.",Edge
RE-TC-02004,RE-US-020,Edge - Large Attachment / Concurrent Users / Draft Recovery / Query Thread,System under load. Large file near 5MB limit. User has multiple drafts. Complex threaded query conversation exists.,"1. Upload 4.9MB valid file + attempt 5.1MB invalid.
2. Simulate 400 concurrent RE users performing actions.
3. Close browser mid-draft, reopen, recover draft.
4. Post multiple queries and replies; verify thread integrity and notifications.",4.9MB PDF + 5.1MB file. 400 concurrent test users. Draft with 2 pages of text. 5-query threaded conversation.,Valid file accepted; invalid rejected with clear message. All concurrent actions succeed without data loss or corruption. Draft recovers exactly. Thread displays chronologically with correct actors and timestamps. Notifications accurate.,Edge
RE-TC-02101,RE-US-021,"Happy Path - As the system, I want to automatically create an NO Rec...","User logged in with correct role and entity via Kavach. Relevant record or master data exists. Services (notification, virus scan, SLA engine) available.","1. Navigate to appropriate view or edit screen.
2. Perform primary action (select status, fill structured fields, reassign, save draft, raise query, etc.).
3. Submit / Save & Proceed.
4. Verify status change, notifications, history entry, SLA timer, activity tracker update, and any downstream effects.",Valid record in correct starting status. Active users available for reassignment. Test complainant/RE with email + mobile. Supporting documents ready for upload.,Action succeeds. Correct next status or draft saved. Full immutable history created. Notifications triggered to relevant parties. SLA countdown and RE Activity Status updated in real time. No validation errors.,Positive
RE-TC-02102,RE-US-021,Negative - Unauthorized Role or Cross-Entity Access Attempt,"Logged in as role or entity that should not have permission (e.g., NO trying PNO bulk reassignment, user from Entity A trying to access Entity B record).","1. Login as unauthorized user/entity.
2. Attempt restricted action or navigate to cross-entity record.
3. Observe blocking behavior (button hidden, validation error, or access denied).
4. Check audit log for attempt.",Record belonging to different entity. Lower-privilege test user in same or different territory.,Action completely blocked. Clear message ('Insufficient permission' or 'Record not accessible to your entity'). No data leakage. Attempt logged with user ID and IP.,Negative
RE-TC-02103,RE-US-021,Edge - Missing Mandatory Structured Field / Invalid Date / Cap Breach / Concurrent Reassignment,"Record in state where structured form or reassignment is possible. One mandatory field left blank, invalid date entered, award amount exceeds cap, or multiple users attempt reassignment simultaneously.","1. Open edit or reassign popup.
2. Leave mandatory field blank or enter invalid value (past date, amount > cap, etc.).
3. Attempt submit.
4. Observe inline validation and final error.
5. Correct and re-submit to confirm recovery. For concurrent: simulate two PNOs reassigning same record at same time.",Award Implemented status with amount = 3000001. Past implementation date. Two PNOs attempting bulk reassignment of overlapping records simultaneously.,"Clear red highlighting + specific error (e.g., 'Implementation Date cannot be in past', 'Amount exceeds ₹30 Lakh consequential loss cap'). Submit blocked. Concurrent reassignments handled safely (one succeeds, other gets clear conflict message). After correction, succeeds.",Edge
RE-TC-02104,RE-US-021,Edge - Large Attachment / Concurrent Users / Draft Recovery / Query Thread,System under load. Large file near 5MB limit. User has multiple drafts. Complex threaded query conversation exists.,"1. Upload 4.9MB valid file + attempt 5.1MB invalid.
2. Simulate 400 concurrent RE users performing actions.
3. Close browser mid-draft, reopen, recover draft.
4. Post multiple queries and replies; verify thread integrity and notifications.",4.9MB PDF + 5.1MB file. 400 concurrent test users. Draft with 2 pages of text. 5-query threaded conversation.,Valid file accepted; invalid rejected with clear message. All concurrent actions succeed without data loss or corruption. Draft recovers exactly. Thread displays chronologically with correct actors and timestamps. Notifications accurate.,Edge
RE-TC-02201,RE-US-022,"Happy Path - As an NO or PNO in the RBIOS workflow, I want structure...","User logged in with correct role and entity via Kavach. Relevant record or master data exists. Services (notification, virus scan, SLA engine) available.","1. Navigate to appropriate view or edit screen.
2. Perform primary action (select status, fill structured fields, reassign, save draft, raise query, etc.).
3. Submit / Save & Proceed.
4. Verify status change, notifications, history entry, SLA timer, activity tracker update, and any downstream effects.",Valid record in correct starting status. Active users available for reassignment. Test complainant/RE with email + mobile. Supporting documents ready for upload.,Action succeeds. Correct next status or draft saved. Full immutable history created. Notifications triggered to relevant parties. SLA countdown and RE Activity Status updated in real time. No validation errors.,Positive
RE-TC-02202,RE-US-022,Negative - Unauthorized Role or Cross-Entity Access Attempt,"Logged in as role or entity that should not have permission (e.g., NO trying PNO bulk reassignment, user from Entity A trying to access Entity B record).","1. Login as unauthorized user/entity.
2. Attempt restricted action or navigate to cross-entity record.
3. Observe blocking behavior (button hidden, validation error, or access denied).
4. Check audit log for attempt.",Record belonging to different entity. Lower-privilege test user in same or different territory.,Action completely blocked. Clear message ('Insufficient permission' or 'Record not accessible to your entity'). No data leakage. Attempt logged with user ID and IP.,Negative
RE-TC-02203,RE-US-022,Edge - Missing Mandatory Structured Field / Invalid Date / Cap Breach / Concurrent Reassignment,"Record in state where structured form or reassignment is possible. One mandatory field left blank, invalid date entered, award amount exceeds cap, or multiple users attempt reassignment simultaneously.","1. Open edit or reassign popup.
2. Leave mandatory field blank or enter invalid value (past date, amount > cap, etc.).
3. Attempt submit.
4. Observe inline validation and final error.
5. Correct and re-submit to confirm recovery. For concurrent: simulate two PNOs reassigning same record at same time.",Award Implemented status with amount = 3000001. Past implementation date. Two PNOs attempting bulk reassignment of overlapping records simultaneously.,"Clear red highlighting + specific error (e.g., 'Implementation Date cannot be in past', 'Amount exceeds ₹30 Lakh consequential loss cap'). Submit blocked. Concurrent reassignments handled safely (one succeeds, other gets clear conflict message). After correction, succeeds.",Edge
RE-TC-02204,RE-US-022,Edge - Large Attachment / Concurrent Users / Draft Recovery / Query Thread,System under load. Large file near 5MB limit. User has multiple drafts. Complex threaded query conversation exists.,"1. Upload 4.9MB valid file + attempt 5.1MB invalid.
2. Simulate 400 concurrent RE users performing actions.
3. Close browser mid-draft, reopen, recover draft.
4. Post multiple queries and replies; verify thread integrity and notifications.",4.9MB PDF + 5.1MB file. 400 concurrent test users. Draft with 2 pages of text. 5-query threaded conversation.,Valid file accepted; invalid rejected with clear message. All concurrent actions succeed without data loss or corruption. Draft recovers exactly. Thread displays chronologically with correct actors and timestamps. Notifications accurate.,Edge
RE-TC-02301,RE-US-023,"Happy Path - As an RE user, I want a clear 'FRC' (First Resort Compl...","User logged in with correct role and entity via Kavach. Relevant record or master data exists. Services (notification, virus scan, SLA engine) available.","1. Navigate to appropriate view or edit screen.
2. Perform primary action (select status, fill structured fields, reassign, save draft, raise query, etc.).
3. Submit / Save & Proceed.
4. Verify status change, notifications, history entry, SLA timer, activity tracker update, and any downstream effects.",Valid record in correct starting status. Active users available for reassignment. Test complainant/RE with email + mobile. Supporting documents ready for upload.,Action succeeds. Correct next status or draft saved. Full immutable history created. Notifications triggered to relevant parties. SLA countdown and RE Activity Status updated in real time. No validation errors.,Positive
RE-TC-02302,RE-US-023,Negative - Unauthorized Role or Cross-Entity Access Attempt,"Logged in as role or entity that should not have permission (e.g., NO trying PNO bulk reassignment, user from Entity A trying to access Entity B record).","1. Login as unauthorized user/entity.
2. Attempt restricted action or navigate to cross-entity record.
3. Observe blocking behavior (button hidden, validation error, or access denied).
4. Check audit log for attempt.",Record belonging to different entity. Lower-privilege test user in same or different territory.,Action completely blocked. Clear message ('Insufficient permission' or 'Record not accessible to your entity'). No data leakage. Attempt logged with user ID and IP.,Negative
RE-TC-02303,RE-US-023,Edge - Missing Mandatory Structured Field / Invalid Date / Cap Breach / Concurrent Reassignment,"Record in state where structured form or reassignment is possible. One mandatory field left blank, invalid date entered, award amount exceeds cap, or multiple users attempt reassignment simultaneously.","1. Open edit or reassign popup.
2. Leave mandatory field blank or enter invalid value (past date, amount > cap, etc.).
3. Attempt submit.
4. Observe inline validation and final error.
5. Correct and re-submit to confirm recovery. For concurrent: simulate two PNOs reassigning same record at same time.",Award Implemented status with amount = 3000001. Past implementation date. Two PNOs attempting bulk reassignment of overlapping records simultaneously.,"Clear red highlighting + specific error (e.g., 'Implementation Date cannot be in past', 'Amount exceeds ₹30 Lakh consequential loss cap'). Submit blocked. Concurrent reassignments handled safely (one succeeds, other gets clear conflict message). After correction, succeeds.",Edge
RE-TC-02304,RE-US-023,Edge - Large Attachment / Concurrent Users / Draft Recovery / Query Thread,System under load. Large file near 5MB limit. User has multiple drafts. Complex threaded query conversation exists.,"1. Upload 4.9MB valid file + attempt 5.1MB invalid.
2. Simulate 400 concurrent RE users performing actions.
3. Close browser mid-draft, reopen, recover draft.
4. Post multiple queries and replies; verify thread integrity and notifications.",4.9MB PDF + 5.1MB file. 400 concurrent test users. Draft with 2 pages of text. 5-query threaded conversation.,Valid file accepted; invalid rejected with clear message. All concurrent actions succeed without data loss or corruption. Draft recovers exactly. Thread displays chronologically with correct actors and timestamps. Notifications accurate.,Edge
RE-TC-02401,RE-US-024,"Happy Path - As a PNO or NO, I want to file an appeal against an Awa...","User logged in with correct role and entity via Kavach. Relevant record or master data exists. Services (notification, virus scan, SLA engine) available.","1. Navigate to appropriate view or edit screen.
2. Perform primary action (select status, fill structured fields, reassign, save draft, raise query, etc.).
3. Submit / Save & Proceed.
4. Verify status change, notifications, history entry, SLA timer, activity tracker update, and any downstream effects.",Valid record in correct starting status. Active users available for reassignment. Test complainant/RE with email + mobile. Supporting documents ready for upload.,Action succeeds. Correct next status or draft saved. Full immutable history created. Notifications triggered to relevant parties. SLA countdown and RE Activity Status updated in real time. No validation errors.,Positive
RE-TC-02402,RE-US-024,Negative - Unauthorized Role or Cross-Entity Access Attempt,"Logged in as role or entity that should not have permission (e.g., NO trying PNO bulk reassignment, user from Entity A trying to access Entity B record).","1. Login as unauthorized user/entity.
2. Attempt restricted action or navigate to cross-entity record.
3. Observe blocking behavior (button hidden, validation error, or access denied).
4. Check audit log for attempt.",Record belonging to different entity. Lower-privilege test user in same or different territory.,Action completely blocked. Clear message ('Insufficient permission' or 'Record not accessible to your entity'). No data leakage. Attempt logged with user ID and IP.,Negative
RE-TC-02403,RE-US-024,Edge - Missing Mandatory Structured Field / Invalid Date / Cap Breach / Concurrent Reassignment,"Record in state where structured form or reassignment is possible. One mandatory field left blank, invalid date entered, award amount exceeds cap, or multiple users attempt reassignment simultaneously.","1. Open edit or reassign popup.
2. Leave mandatory field blank or enter invalid value (past date, amount > cap, etc.).
3. Attempt submit.
4. Observe inline validation and final error.
5. Correct and re-submit to confirm recovery. For concurrent: simulate two PNOs reassigning same record at same time.",Award Implemented status with amount = 3000001. Past implementation date. Two PNOs attempting bulk reassignment of overlapping records simultaneously.,"Clear red highlighting + specific error (e.g., 'Implementation Date cannot be in past', 'Amount exceeds ₹30 Lakh consequential loss cap'). Submit blocked. Concurrent reassignments handled safely (one succeeds, other gets clear conflict message). After correction, succeeds.",Edge
RE-TC-02404,RE-US-024,Edge - Large Attachment / Concurrent Users / Draft Recovery / Query Thread,System under load. Large file near 5MB limit. User has multiple drafts. Complex threaded query conversation exists.,"1. Upload 4.9MB valid file + attempt 5.1MB invalid.
2. Simulate 400 concurrent RE users performing actions.
3. Close browser mid-draft, reopen, recover draft.
4. Post multiple queries and replies; verify thread integrity and notifications.",4.9MB PDF + 5.1MB file. 400 concurrent test users. Draft with 2 pages of text. 5-query threaded conversation.,Valid file accepted; invalid rejected with clear message. All concurrent actions succeed without data loss or corruption. Draft recovers exactly. Thread displays chronologically with correct actors and timestamps. Notifications accurate.,Edge
