--- Sheet: Cover & Instructions ---
AA-TC-01604,AA-US-016,Edge - Advisory Workflow + RE Response + Cap Validation + Bulk Close + Reopen,AA issues Advisory. RE responds (Complied/Not Complied). Award amount near cap. AA Reviewer bulk-closes Representations. AA Admin reopens a closed Appeal.,"1. Issue Advisory and verify RE notification + deadline tracking.
2. Simulate RE Complied/Not Complied response.
3. Enter Award amount at cap boundary.
4. Bulk close 5 Representations and verify notifications.
5. Reopen closed Appeal and verify auto-assignment + history retention.",Advisory with 10-day response deadline. RE response 'Complied'. Award amount = exactly 30L. 5 open Representations. Closed Appeal from previous scheme.,Advisory status updates correctly; drives workflow. Cap validation passes at boundary. Bulk close succeeds with correct templates and notifications. Reopened Appeal auto-assigned to AA DO with full previous history visible and immutable. All actions audited.,Edge
AA-TC-01701,AA-US-017,"Happy Path - As an AA Admin or authorized user, I want to create tab...",User logged in with correct role via Kavach. Parent closed complaint or master data exists. Services available.,"1. Perform primary action (search parent, create with classification, route, issue Advisory, enter Award, schedule Hearing, bulk close, etc.).
2. Complete mandatory fields and submit.
3. Verify classification badge, NO Record creation, routing, notifications, history, cap validation, PDF generation, etc.",Closed parent complaint with known closure clause. Active users for routing. Valid hearing date in future. Award amount within caps.,Action succeeds. Correct immutable classification and badge. NO Record auto-created. Routing/notification/history correct. Caps enforced. PDF generated on closure. All audit complete.,Positive
AA-TC-01702,AA-US-017,Negative - Unauthorized Role or Attempt to Change Immutable Classification,"Logged in as role without permission (e.g., AA DO trying Close milestone, AA Admin trying to edit content) or attempting to change Appeal/Representation classification after creation.","1. Login as unauthorized role.
2. Attempt restricted action or edit classification field.
3. Observe blocking (button hidden, field read-only, validation error).
4. Check audit log.",Existing Appeal/Representation record. Lower-privilege test user.,Action blocked with clear message. Classification field not editable. No status/content change. Attempt logged.,Negative
AA-TC-01703,AA-US-017,Edge - Award Cap Breach / Sub-Judice Block / Concurrent Hearing Change / Classification Override Attempt,Award amount exceeds cap. Active Legal Case on Appeal. Multiple users change hearing date simultaneously. Attempt to edit classification post-creation.,"1. Enter Award amount > cap and attempt save.
2. Try to pass final decision on sub-judice Appeal without override.
3. Simulate concurrent hearing date changes.
4. Attempt classification change after Save & Proceed.",Award amount = 3000001. Active Legal Case record linked. Two AA users editing same hearing at same time.,Clear validation error for cap breach. Sub-judice banner + block with override reason prompt. Concurrent changes handled safely (last write wins or conflict message). Classification change rejected (immutable). All attempts logged.,Edge
AA-TC-01704,AA-US-017,Edge - Advisory Workflow + RE Response + Cap Validation + Bulk Close + Reopen,AA issues Advisory. RE responds (Complied/Not Complied). Award amount near cap. AA Reviewer bulk-closes Representations. AA Admin reopens a closed Appeal.,"1. Issue Advisory and verify RE notification + deadline tracking.
2. Simulate RE Complied/Not Complied response.
3. Enter Award amount at cap boundary.
4. Bulk close 5 Representations and verify notifications.
5. Reopen closed Appeal and verify auto-assignment + history retention.",Advisory with 10-day response deadline. RE response 'Complied'. Award amount = exactly 30L. 5 open Representations. Closed Appeal from previous scheme.,Advisory status updates correctly; drives workflow. Cap validation passes at boundary. Bulk close succeeds with correct templates and notifications. Reopened Appeal auto-assigned to AA DO with full previous history visible and immutable. All actions audited.,Edge
AA-TC-01801,AA-US-018,"Happy Path - As the system, I want strict role-based access control ...",User logged in with correct role via Kavach. Parent closed complaint or master data exists. Services available.,"1. Perform primary action (search parent, create with classification, route, issue Advisory, enter Award, schedule Hearing, bulk close, etc.).
2. Complete mandatory fields and submit.
3. Verify classification badge, NO Record creation, routing, notifications, history, cap validation, PDF generation, etc.",Closed parent complaint with known closure clause. Active users for routing. Valid hearing date in future. Award amount within caps.,Action succeeds. Correct immutable classification and badge. NO Record auto-created. Routing/notification/history correct. Caps enforced. PDF generated on closure. All audit complete.,Positive
AA-TC-01802,AA-US-018,Negative - Unauthorized Role or Attempt to Change Immutable Classification,"Logged in as role without permission (e.g., AA DO trying Close milestone, AA Admin trying to edit content) or attempting to change Appeal/Representation classification after creation.","1. Login as unauthorized role.
2. Attempt restricted action or edit classification field.
3. Observe blocking (button hidden, field read-only, validation error).
4. Check audit log.",Existing Appeal/Representation record. Lower-privilege test user.,Action blocked with clear message. Classification field not editable. No status/content change. Attempt logged.,Negative
AA-TC-01803,AA-US-018,Edge - Award Cap Breach / Sub-Judice Block / Concurrent Hearing Change / Classification Override Attempt,Award amount exceeds cap. Active Legal Case on Appeal. Multiple users change hearing date simultaneously. Attempt to edit classification post-creation.,"1. Enter Award amount > cap and attempt save.
2. Try to pass final decision on sub-judice Appeal without override.
3. Simulate concurrent hearing date changes.
4. Attempt classification change after Save & Proceed.",Award amount = 3000001. Active Legal Case record linked. Two AA users editing same hearing at same time.,Clear validation error for cap breach. Sub-judice banner + block with override reason prompt. Concurrent changes handled safely (last write wins or conflict message). Classification change rejected (immutable). All attempts logged.,Edge
AA-TC-01804,AA-US-018,Edge - Advisory Workflow + RE Response + Cap Validation + Bulk Close + Reopen,AA issues Advisory. RE responds (Complied/Not Complied). Award amount near cap. AA Reviewer bulk-closes Representations. AA Admin reopens a closed Appeal.,"1. Issue Advisory and verify RE notification + deadline tracking.
2. Simulate RE Complied/Not Complied response.
3. Enter Award amount at cap boundary.
4. Bulk close 5 Representations and verify notifications.
5. Reopen closed Appeal and verify auto-assignment + history retention.",Advisory with 10-day response deadline. RE response 'Complied'. Award amount = exactly 30L. 5 open Representations. Closed Appeal from previous scheme.,Advisory status updates correctly; drives workflow. Cap validation passes at boundary. Bulk close succeeds with correct templates and notifications. Reopened Appeal auto-assigned to AA DO with full previous history visible and immutable. All actions audited.,Edge
AA-TC-01901,AA-US-019,"Happy Path - As the system, I want page load times for AA complaint ...",User logged in with correct role via Kavach. Parent closed complaint or master data exists. Services available.,"1. Perform primary action (search parent, create with classification, route, issue Advisory, enter Award, schedule Hearing, bulk close, etc.).
2. Complete mandatory fields and submit.
3. Verify classification badge, NO Record creation, routing, notifications, history, cap validation, PDF generation, etc.",Closed parent complaint with known closure clause. Active users for routing. Valid hearing date in future. Award amount within caps.,Action succeeds. Correct immutable classification and badge. NO Record auto-created. Routing/notification/history correct. Caps enforced. PDF generated on closure. All audit complete.,Positive
AA-TC-01902,AA-US-019,Negative - Unauthorized Role or Attempt to Change Immutable Classification,"Logged in as role without permission (e.g., AA DO trying Close milestone, AA Admin trying to edit content) or attempting to change Appeal/Representation classification after creation.","1. Login as unauthorized role.
2. Attempt restricted action or edit classification field.
3. Observe blocking (button hidden, field read-only, validation error).
4. Check audit log.",Existing Appeal/Representation record. Lower-privilege test user.,Action blocked with clear message. Classification field not editable. No status/content change. Attempt logged.,Negative
AA-TC-01903,AA-US-019,Edge - Award Cap Breach / Sub-Judice Block / Concurrent Hearing Change / Classification Override Attempt,Award amount exceeds cap. Active Legal Case on Appeal. Multiple users change hearing date simultaneously. Attempt to edit classification post-creation.,"1. Enter Award amount > cap and attempt save.
2. Try to pass final decision on sub-judice Appeal without override.
3. Simulate concurrent hearing date changes.
4. Attempt classification change after Save & Proceed.",Award amount = 3000001. Active Legal Case record linked. Two AA users editing same hearing at same time.,Clear validation error for cap breach. Sub-judice banner + block with override reason prompt. Concurrent changes handled safely (last write wins or conflict message). Classification change rejected (immutable). All attempts logged.,Edge
AA-TC-01904,AA-US-019,Edge - Advisory Workflow + RE Response + Cap Validation + Bulk Close + Reopen,AA issues Advisory. RE responds (Complied/Not Complied). Award amount near cap. AA Reviewer bulk-closes Representations. AA Admin reopens a closed Appeal.,"1. Issue Advisory and verify RE notification + deadline tracking.
2. Simulate RE Complied/Not Complied response.
3. Enter Award amount at cap boundary.
4. Bulk close 5 Representations and verify notifications.
5. Reopen closed Appeal and verify auto-assignment + history retention.",Advisory with 10-day response deadline. RE response 'Complied'. Award amount = exactly 30L. 5 open Representations. Closed Appeal from previous scheme.,Advisory status updates correctly; drives workflow. Cap validation passes at boundary. Bulk close succeeds with correct templates and notifications. Reopened Appeal auto-assigned to AA DO with full previous history visible and immutable. All actions audited.,Edge
AA-TC-02001,AA-US-020,"Happy Path - As the system, I want comprehensive data migration of l...",User logged in with correct role via Kavach. Parent closed complaint or master data exists. Services available.,"1. Perform primary action (search parent, create with classification, route, issue Advisory, enter Award, schedule Hearing, bulk close, etc.).
2. Complete mandatory fields and submit.
3. Verify classification badge, NO Record creation, routing, notifications, history, cap validation, PDF generation, etc.",Closed parent complaint with known closure clause. Active users for routing. Valid hearing date in future. Award amount within caps.,Action succeeds. Correct immutable classification and badge. NO Record auto-created. Routing/notification/history correct. Caps enforced. PDF generated on closure. All audit complete.,Positive
AA-TC-02002,AA-US-020,Negative - Unauthorized Role or Attempt to Change Immutable Classification,"Logged in as role without permission (e.g., AA DO trying Close milestone, AA Admin trying to edit content) or attempting to change Appeal/Representation classification after creation.","1. Login as unauthorized role.
2. Attempt restricted action or edit classification field.
3. Observe blocking (button hidden, field read-only, validation error).
4. Check audit log.",Existing Appeal/Representation record. Lower-privilege test user.,Action blocked with clear message. Classification field not editable. No status/content change. Attempt logged.,Negative
AA-TC-02003,AA-US-020,Edge - Award Cap Breach / Sub-Judice Block / Concurrent Hearing Change / Classification Override Attempt,Award amount exceeds cap. Active Legal Case on Appeal. Multiple users change hearing date simultaneously. Attempt to edit classification post-creation.,"1. Enter Award amount > cap and attempt save.
2. Try to pass final decision on sub-judice Appeal without override.
3. Simulate concurrent hearing date changes.
4. Attempt classification change after Save & Proceed.",Award amount = 3000001. Active Legal Case record linked. Two AA users editing same hearing at same time.,Clear validation error for cap breach. Sub-judice banner + block with override reason prompt. Concurrent changes handled safely (last write wins or conflict message). Classification change rejected (immutable). All attempts logged.,Edge
AA-TC-02004,AA-US-020,Edge - Advisory Workflow + RE Response + Cap Validation + Bulk Close + Reopen,AA issues Advisory. RE responds (Complied/Not Complied). Award amount near cap. AA Reviewer bulk-closes Representations. AA Admin reopens a closed Appeal.,"1. Issue Advisory and verify RE notification + deadline tracking.
2. Simulate RE Complied/Not Complied response.
3. Enter Award amount at cap boundary.
4. Bulk close 5 Representations and verify notifications.
5. Reopen closed Appeal and verify auto-assignment + history retention.",Advisory with 10-day response deadline. RE response 'Complied'. Award amount = exactly 30L. 5 open Representations. Closed Appeal from previous scheme.,Advisory status updates correctly; drives workflow. Cap validation passes at boundary. Bulk close succeeds with correct templates and notifications. Reopened Appeal auto-assigned to AA DO with full previous history visible and immutable. All actions audited.,Edge
AA-TC-04201,AA-US-042,"Happy Path - As the system, I want all email communication (Compose,...",User logged in with correct role via Kavach. Parent closed complaint or master data exists. Services available.,"1. Perform primary action (search parent, create with classification, route, issue Advisory, enter Award, schedule Hearing, bulk close, etc.).
2. Complete mandatory fields and submit.
3. Verify classification badge, NO Record creation, routing, notifications, history, cap validation, PDF generation, etc.",Closed parent complaint with known closure clause. Active users for routing. Valid hearing date in future. Award amount within caps.,Action succeeds. Correct immutable classification and badge. NO Record auto-created. Routing/notification/history correct. Caps enforced. PDF generated on closure. All audit complete.,Positive
AA-TC-04202,AA-US-042,Negative - Unauthorized Role or Attempt to Change Immutable Classification,"Logged in as role without permission (e.g., AA DO trying Close milestone, AA Admin trying to edit content) or attempting to change Appeal/Representation classification after creation.","1. Login as unauthorized role.
2. Attempt restricted action or edit classification field.
3. Observe blocking (button hidden, field read-only, validation error).
4. Check audit log.",Existing Appeal/Representation record. Lower-privilege test user.,Action blocked with clear message. Classification field not editable. No status/content change. Attempt logged.,Negative
AA-TC-04203,AA-US-042,Edge - Award Cap Breach / Sub-Judice Block / Concurrent Hearing Change / Classification Override Attempt,Award amount exceeds cap. Active Legal Case on Appeal. Multiple users change hearing date simultaneously. Attempt to edit classification post-creation.,"1. Enter Award amount > cap and attempt save.
2. Try to pass final decision on sub-judice Appeal without override.
3. Simulate concurrent hearing date changes.
4. Attempt classification change after Save & Proceed.",Award amount = 3000001. Active Legal Case record linked. Two AA users editing same hearing at same time.,Clear validation error for cap breach. Sub-judice banner + block with override reason prompt. Concurrent changes handled safely (last write wins or conflict message). Classification change rejected (immutable). All attempts logged.,Edge
AA-TC-04204,AA-US-042,Edge - Advisory Workflow + RE Response + Cap Validation + Bulk Close + Reopen,AA issues Advisory. RE responds (Complied/Not Complied). Award amount near cap. AA Reviewer bulk-closes Representations. AA Admin reopens a closed Appeal.,"1. Issue Advisory and verify RE notification + deadline tracking.
2. Simulate RE Complied/Not Complied response.
3. Enter Award amount at cap boundary.
4. Bulk close 5 Representations and verify notifications.
5. Reopen closed Appeal and verify auto-assignment + history retention.",Advisory with 10-day response deadline. RE response 'Complied'. Award amount = exactly 30L. 5 open Representations. Closed Appeal from previous scheme.,Advisory status updates correctly; drives workflow. Cap validation passes at boundary. Bulk close succeeds with correct templates and notifications. Reopened Appeal auto-assigned to AA DO with full previous history visible and immutable. All actions audited.,Edge

--- Sheet: Traceability Matrix ---
BRD Section / Req ID,Requirement Summary,Linked User Story IDs,Coverage Status,Notes / Gaps
Appeal vs Representation Classification (immutable),Auto-set from parent closure clause; red/blue badge; cannot be changed; RBIOS 2026 mapping.,"AA-US-002, AA-US-001",Fully Covered,
Advisory Mechanism (RBIOS 2026 NEW),Issue Advisory → RE Response Deadline → Response → Complied/Not Complied → close as Settled or proceed to Award.,"AA-US-011, AA-US-008",Fully Covered,
Award Cap Validation + PDF Generation,Real-time validation against 30L/3L caps; block save; formatted Award PDF on closure.,"AA-US-012, AA-US-008",Fully Covered,
Hearing Management + Adjournment History,"Date, Venue, Parties, full Adjournment log, automated notices, Completed/Adjourned marking.","AA-US-013, AA-US-005, AA-US-007",Fully Covered,
Legal Cases / Sub-Judice,Track court cases; sub-judice banner; block final Award without override + reason.,AA-US-014,Fully Covered,
PNO Parallel Input + Appeal Creation with CMD Approval,"PNO manages NO Records, responds, creates appeals with mandatory CMD approval fields.","AA-US-010, AA-US-003",Fully Covered,
Bulk Close Representations + Reopen by AA Admin,AA Reviewer bulk close with confirmation + notifications; AA Admin can reopen any closed record.,"AA-US-016, AA-US-009",Fully Covered,
Core Workflow Routing + Milestone Edit Access + NO Record,"5-role routing (AA DO → Reviewer → Secretariat → AA), milestone restrictions, auto NO Record.","AA-US-005 to AA-US-010, AA-US-003",Fully Covered,
NFRs + Security + Performance + Migration,"3s load, RBAC per milestone, immutable audit, VAPT, data migration with rollback.","AA-US-018, AA-US-019, AA-US-020",Fully Covered,

--- Sheet: Verification & Gap Analysis ---
ADVERSARIAL SELF-AUDIT & GAP ANALYSIS - APPELLATE AUTHORITY BACKLOG,,,,,
,,,,,
BRD Section / Area,How Covered (User Stories),Assumptions Made,Gaps / Ambiguities / Missing Edge Cases Flagged,Recommendations for Clarification,Confidence
RBIOS 2026 Clause Mapping for Classification + Advisory,US-002 and US-011 define immutable classification and full Advisory workflow. BRD explicitly flags that RBI must confirm 2026 clause numbers before UAT.,"2021 mapping (15(1) Appeal, 13(a,b,c) Representation) is baseline; 2026 may renumber but logic remains similar. Advisory is new and requires process workshop.",Exact 2026 clause list for Appeal vs Representation not yet provided. Advisory outcome 'Complied' → close as 'Settled by Advisory' or still require formal Award? Advisory template content and RE response format not detailed.,Priority 1: CEPD/RBI workshop to confirm 2026 clause mapping and finalize Advisory process (including whether 'Complied' auto-closes or still requires AA confirmation). Produce Advisory template and RE response form.,78%
Award Cap Validation + PDF Generation Scope,US-012 covers real-time validation and PDF generation on closure.,Caps are configurable in Preference Master. PDF uses standard template engine. Digital signature on Award PDF is out of Phase 1 (per BRD out-of-scope).,Exact PDF layout and mandatory fields in operative portion not specified. Whether cap validation applies to 'Modify the Award' as well as initial Award. Handling of revised Award after reopen.,Define PDF template fields with CEPD. Confirm cap validation scope (initial + modified). Add story for revised Award handling with history of previous amounts.,85%
Sub-Judice / Legal Cases Blocking Logic,"US-014 defines banner, tracking, and block on final Award without override.",Override requires logged reason. Does not block PNO input or RE response. Legal Cases managed primarily by AA side.,Can AA still issue Advisory on sub-judice Appeal? Exact override UI (button + reason modal) and who can override (AA only or AA + Secretariat?).,Clarify whether Advisory is allowed on sub-judice matters. Define override permission matrix and UI pattern. Add history entry for any override action.,82%
Overall Backlog Quality,"42 user stories + ~168 test cases cover registration, immutable classification, full 5-role workflow, Advisory (new), Award caps + PDF, Hearing + adjournment, Legal Cases, PNO appeal creation, bulk close, reopen, NO Record, reports, user management, and NFRs. Strong negative/edge coverage (permission, immutable fields, cap breach, concurrent, sub-judice).",Curated focused set on regulatory (RBIOS 2026) and operational integrity. Full set would be ~110 stories.,Exact 2026 clause mapping (critical). Advisory template + RE response form. Award PDF exact layout. Sub-judice override permission and UI. Mobile/PWA scope. Performance SLAs for bulk close and large reports under full AA office load.,"1. Immediate workshop with CEPD/RBI on 2026 clauses and Advisory process.
2. Add performance stories for bulk operations and report generation.
3. Confirm mobile scope and digital signature (future).
4. Create separate epic for full complainant-facing Appeal status tracking (out of Phase 1 per BRD).",81%
,,,,,
,,,,,
"OVERALL: 42 User Stories | ~168 Test Cases | 9 Traceability Mappings | 4 Gap Areas | Average Confidence 81% | Strong RBIOS 2026 coverage (Advisory, Caps, Classification). Ready for immediate CEPD clause mapping workshop.",,,,,

